age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_index,marital_index,education_index,default_index,housing_index,loan_index,contact_index,month_index,day_of_week_index,poutcome_index,y_index
43,377,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,0,0,0,3,0,1,0
46,111,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,1,0,0,0,3,0,1,0
46,113,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,1,0,0,0,3,0,1,0
36,225,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,2,0,0,3,0,1,0
46,277,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,1,2,0,0,3,0,1,0
29,274,3,999,0,1.4,93.918,-42.7,4.957,5228.1,9,2,5,0,2,0,0,3,0,1,0
25,467,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,2,0,2,0,0,3,0,1,0
36,262,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,5,0,0,0,0,3,0,1,0
30,474,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,1,1,2,0,0,3,0,1,1
33,191,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,3,0,0,0,0,3,0,1,0
31,110,10,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,3,0,2,0,0,3,0,1,0
53,131,7,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,1,2,2,1,3,0,1,0
26,115,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,3,0,2,0,0,3,0,1,0
26,102,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,3,0,0,0,0,3,0,1,0
50,411,3,999,0,1.4,93.918,-42.7,4.957,5228.1,6,1,2,0,0,0,0,3,0,1,0
33,516,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,3,0,2,0,0,3,0,1,1
31,143,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,0,0,0,3,0,1,0
25,164,1,999,0,1.4,93.918,-42.7,4.957,5228.1,7,1,3,0,2,0,0,3,0,1,0
45,120,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,0,1,2,0,0,3,0,1,0
24,203,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,3,0,2,0,0,3,0,1,0
31,73,1,999,0,1.4,93.918,-42.7,4.957,5228.1,7,0,3,1,2,0,0,3,0,1,0
24,482,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,3,0,0,0,0,3,0,1,0
56,569,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,0,2,0,3,0,1,0
30,167,3,999,0,1.4,93.918,-42.7,4.957,5228.1,10,0,3,0,0,0,0,3,0,1,0
28,278,2,999,0,1.4,93.918,-42.7,4.957,5228.1,7,0,3,1,0,2,0,3,0,1,1
54,94,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,1,0,0,0,3,0,1,0
31,177,3,999,0,1.4,93.918,-42.7,4.957,5228.1,9,2,7,0,1,1,0,3,0,1,0
27,110,1,999,0,1.4,93.918,-42.7,4.957,5228.1,7,1,3,0,2,0,0,3,0,1,0
37,383,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,2,0,2,0,0,3,0,1,0
38,286,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,0,0,0,3,0,1,0
22,106,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,2,0,0,0,0,3,0,1,0
38,610,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,0,0,0,3,0,1,1
37,223,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,2,0,0,3,0,1,0
32,313,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,2,0,0,3,0,1,0
56,41,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,1,1,0,3,0,1,0
34,108,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,3,0,2,0,0,3,0,1,0
29,116,1,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,6,0,0,0,0,3,0,1,0
50,60,7,999,0,1.4,93.918,-42.7,4.957,5228.1,7,1,3,0,2,0,0,3,0,1,0
56,359,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,2,0,0,3,0,1,0
41,119,4,999,0,1.4,93.918,-42.7,4.957,5228.1,6,1,2,1,0,0,0,3,0,1,0
44,238,3,999,0,1.4,93.918,-42.7,4.957,5228.1,7,0,3,0,0,0,0,3,0,1,0
29,337,1,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,6,0,2,0,0,3,0,1,0
57,75,1,999,0,1.4,93.918,-42.7,4.957,5228.1,5,2,6,0,2,0,0,3,0,1,0
26,11,3,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,3,1,2,2,1,3,0,1,0
26,174,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,2,0,0,3,0,1,0
33,63,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,1,1,2,0,0,3,0,1,0
30,483,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,0,0,0,3,0,1,0
38,47,1,999,0,1.4,93.918,-42.7,4.957,5228.1,7,1,3,0,2,0,0,3,0,1,0
35,308,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,0,0,0,0,0,3,0,1,0
29,269,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,2,0,0,0,0,3,0,1,0
37,640,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,1,0,0,0,0,3,0,1,1
33,384,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,0,0,0,3,0,1,0
28,292,3,999,0,1.4,93.918,-42.7,4.957,5228.1,4,2,6,0,0,0,0,3,0,1,0
42,147,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,0,0,0,3,0,1,0
42,287,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,2,0,0,3,0,1,0
57,168,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,1,0,0,0,3,0,1,0
22,25,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,0,1,2,0,0,3,0,1,0
30,159,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,3,0,2,0,0,3,0,1,0
57,302,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,1,0,0,0,3,0,1,0
31,65,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,2,0,2,0,0,3,0,1,0
33,90,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,3,0,2,0,0,3,0,1,0
46,439,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,2,0,0,3,0,1,0
49,133,5,999,0,1.4,93.918,-42.7,4.957,5228.1,10,0,6,0,2,2,0,3,0,1,0
26,494,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,0,2,1,3,0,1,0
47,67,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,1,2,0,0,3,0,1,0
49,96,1,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,0,0,0,3,0,1,0
36,381,1,999,0,1.4,93.918,-42.7,4.957,5228.1,4,2,6,0,2,0,0,3,0,1,0
44,226,1,999,0,1.4,93.918,-42.7,4.957,5228.1,7,1,0,1,0,0,0,3,0,1,0
49,354,1,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,2,0,0,3,0,1,0
45,117,2,999,0,1.4,93.918,-42.7,4.957,5228.1,3,1,6,1,2,0,0,3,0,1,0
47,239,1,999,0,1.4,93.918,-42.7,4.957,5228.1,9,0,5,0,2,0,0,3,0,1,0
32,671,1,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,5,0,2,0,0,3,0,1,1
45,508,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,0,6,0,0,0,0,3,0,1,0
45,420,1,999,0,1.4,93.918,-42.7,4.957,5228.1,3,0,0,1,0,0,0,3,0,1,1
44,56,1,999,0,1.4,93.918,-42.7,4.957,5228.1,2,1,5,0,0,0,0,3,0,1,0
25,130,1,999,0,1.4,93.918,-42.7,4.957,5228.1,2,2,2,0,0,0,0,3,0,1,0
25,263,1,999,0,1.4,93.918,-42.7,4.957,5228.1,2,2,2,0,2,0,0,3,0,1,0
37,658,2,999,0,1.4,93.918,-42.7,4.957,5228.1,2,1,2,1,2,0,0,3,0,1,1
30,362,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,3,0,2,0,0,3,0,1,0
26,199,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,0,0,0,3,0,1,0
46,342,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,0,2,0,0,3,0,1,0
36,300,1,999,0,1.4,93.918,-42.7,4.957,5228.1,3,0,0,1,0,0,0,3,0,1,0
26,207,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,2,0,0,3,0,1,0
30,115,4,999,0,1.4,93.918,-42.7,4.957,5228.1,10,0,3,0,2,0,0,3,0,1,0
49,112,3,999,0,1.4,93.918,-42.7,4.957,5228.1,7,0,1,1,2,2,0,3,0,1,0
51,104,1,999,0,1.4,93.918,-42.7,4.957,5228.1,7,1,0,0,2,0,0,3,0,1,0
31,111,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,2,2,0,3,0,1,0
50,95,4,999,0,1.4,93.918,-42.7,4.957,5228.1,0,0,3,0,2,0,0,3,0,1,0
25,259,3,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,3,0,2,0,0,3,0,1,0
53,503,2,999,0,1.4,93.918,-42.7,4.957,5228.1,7,0,2,0,2,0,0,3,0,1,0
45,168,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,0,1,2,0,1,3,0,1,0
45,328,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,0,1,2,0,0,3,0,1,0
35,187,1,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,6,0,0,0,0,3,0,1,0
26,140,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,3,0,0,0,0,3,0,1,0
49,744,4,999,0,1.4,93.918,-42.7,4.957,5228.1,7,0,1,1,0,0,1,3,0,1,0
57,655,4,999,0,1.4,93.918,-42.7,4.957,5228.1,5,0,0,1,0,0,0,3,0,1,1
59,142,1,999,0,1.4,93.918,-42.7,4.957,5228.1,4,1,2,1,2,0,0,3,0,1,0
35,642,1,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,6,0,0,0,0,3,0,1,0
32,141,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,0,0,2,0,0,3,0,1,0
24,659,5,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,2,0,2,0,0,3,0,1,1
43,101,6,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,1,2,0,0,3,0,1,0
60,179,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,0,3,0,2,0,0,3,0,1,0
60,144,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,0,3,0,2,0,0,3,0,1,0
33,169,2,999,0,1.4,93.918,-42.7,4.957,5228.1,7,1,2,0,2,0,0,3,0,1,0
46,199,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,2,0,1,3,0,1,0
31,143,7,999,0,1.4,93.918,-42.7,4.957,5228.1,9,0,3,0,0,0,0,3,0,1,0
56,641,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,0,2,0,0,3,0,1,1
25,835,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,0,0,0,3,0,1,0
43,83,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,2,0,0,3,0,1,0
43,54,7,999,0,1.4,93.918,-42.7,4.957,5228.1,9,2,6,0,2,0,1,3,0,1,0
33,415,2,999,0,1.4,93.918,-42.7,4.957,5228.1,4,2,6,0,2,0,0,3,0,1,1
42,146,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,2,0,0,3,0,1,0
52,410,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,3,1,2,0,0,3,0,1,0
30,70,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,0,0,0,3,0,1,0
33,595,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,3,0,0,0,0,3,0,1,0
37,97,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,1,2,0,0,3,0,1,0
27,171,7,999,0,1.4,93.918,-42.7,4.957,5228.1,9,2,2,1,0,0,0,3,0,1,0
53,239,2,999,0,1.4,93.918,-42.7,4.957,5228.1,6,1,6,1,0,0,1,3,0,1,0
37,328,3,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,2,0,0,3,0,1,0
46,852,9,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,0,0,0,3,0,1,1
34,49,5,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,3,0,2,0,0,3,0,1,0
39,635,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,2,0,0,3,0,1,1
38,215,3,999,0,1.4,93.918,-42.7,4.957,5228.1,2,1,2,0,2,0,0,3,0,1,0
26,34,3,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,3,1,2,0,0,3,0,1,0
42,218,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,1,2,0,0,3,0,1,0
47,352,5,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,2,0,0,3,0,1,0
29,652,2,999,0,1.4,93.918,-42.7,4.957,5228.1,4,2,2,0,0,0,0,3,0,1,0
46,317,6,999,0,1.4,93.918,-42.7,4.957,5228.1,4,0,6,0,2,0,0,3,0,1,0
37,92,2,999,0,1.4,93.918,-42.7,4.957,5228.1,2,2,5,0,2,0,0,3,0,1,0
38,102,2,999,0,1.4,93.918,-42.7,4.957,5228.1,2,1,2,0,0,0,0,3,0,1,0
43,297,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,3,0,0,0,0,3,0,1,0
30,225,7,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,3,1,0,0,0,3,0,1,0
47,183,9,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,0,2,1,3,0,1,0
20,1503,11,999,0,1.4,93.918,-42.7,4.957,5228.1,8,2,6,0,2,0,0,3,0,1,0
33,168,7,999,0,1.4,93.918,-42.7,4.957,5228.1,2,1,1,0,2,0,0,3,0,1,0
25,1127,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,1,0,0,2,0,3,0,1,1
24,73,4,999,0,1.4,93.918,-42.7,4.957,5228.1,9,2,5,0,0,0,0,3,0,1,0
38,129,4,999,0,1.4,93.918,-42.7,4.957,5228.1,2,1,2,0,0,2,1,3,0,1,0
25,216,2,999,0,1.4,93.918,-42.7,4.957,5228.1,9,2,6,0,0,0,0,3,0,1,0
56,55,9,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,0,0,1,3,0,1,0
41,706,9,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,2,0,0,3,0,1,0
37,728,6,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,2,0,0,3,0,1,0
29,351,2,999,0,1.4,93.918,-42.7,4.957,5228.1,4,2,2,0,2,2,0,3,0,1,0
26,134,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,3,0,0,0,0,3,0,1,0
35,127,10,999,0,1.4,93.918,-42.7,4.957,5228.1,9,2,6,0,2,0,0,3,0,1,0
49,579,2,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,2,0,0,3,0,1,0
41,909,3,999,0,1.4,93.918,-42.7,4.957,5228.1,6,1,2,1,2,0,0,3,0,1,0
25,96,3,999,0,1.4,93.918,-42.7,4.957,5228.1,9,2,3,0,0,0,0,3,0,1,0
39,129,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,0,1,2,0,1,3,0,1,0
31,100,4,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,2,1,2,0,0,3,0,1,0
45,183,2,999,0,1.4,93.918,-42.7,4.957,5228.1,3,0,0,1,2,0,0,3,0,1,0
47,247,4,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,3,1,2,0,0,3,0,1,0
37,252,6,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,2,0,0,3,0,1,0
44,175,11,999,0,1.4,93.918,-42.7,4.957,5228.1,6,1,3,1,0,0,0,3,0,1,0
33,1360,9,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,3,0,2,0,0,3,0,1,1
36,118,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,0,2,0,3,0,1,0
56,139,5,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,0,0,0,3,0,1,0
36,464,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,0,3,0,2,0,0,3,0,1,0
41,788,6,999,0,1.4,93.918,-42.7,4.957,5228.1,6,1,2,1,0,0,0,3,0,1,0
30,570,2,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,2,0,0,3,0,1,0
38,905,3,999,0,1.4,93.918,-42.7,4.957,5228.1,7,1,3,0,0,0,0,3,0,1,0
60,30,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,0,3,0,0,0,0,3,0,1,0
51,180,2,999,0,1.4,93.918,-42.7,4.957,5228.1,5,1,2,0,0,0,0,3,0,1,0
39,541,7,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,0,1,0,0,0,3,0,1,0
44,127,4,999,0,1.4,93.918,-42.7,4.957,5228.1,7,1,0,1,0,2,0,3,0,1,0
41,440,4,999,0,1.4,93.918,-42.7,4.957,5228.1,3,1,3,0,2,0,0,3,0,1,0
24,225,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,0,0,0,3,0,1,0
28,112,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,2,0,0,3,0,1,0
26,300,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,2,2,0,3,0,1,0
31,409,2,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,6,0,0,2,0,3,0,1,0
29,247,5,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,2,0,2,0,0,3,0,1,0
56,177,5,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,2,0,0,3,0,1,0
29,320,2,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,3,0,0,0,0,3,0,1,0
32,89,2,999,0,1.4,93.918,-42.7,4.957,5228.1,2,2,6,0,0,0,0,3,0,1,0
26,200,3,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,3,0,2,0,1,3,0,1,0
31,166,2,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,6,0,2,0,0,3,0,1,0
36,207,9,999,0,1.4,93.918,-42.7,4.957,5228.1,7,0,0,1,0,0,0,3,0,1,0
28,453,3,999,0,1.4,93.918,-42.7,4.957,5228.1,9,2,6,0,0,0,0,3,0,1,0
24,126,2,999,0,1.4,93.918,-42.7,4.957,5228.1,9,2,7,0,0,0,0,3,0,1,0
43,379,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,0,0,0,3,0,1,0
36,184,3,999,0,1.4,93.918,-42.7,4.957,5228.1,3,2,0,1,0,0,0,3,0,1,0
26,37,4,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,3,0,2,0,0,3,0,1,0
24,191,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,2,0,0,0,0,3,0,1,0
25,662,4,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,7,0,0,0,1,3,0,1,0
28,251,5,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,7,0,2,0,0,3,0,1,0
26,588,7,999,0,1.4,93.918,-42.7,4.957,5228.1,7,2,3,0,0,0,0,3,0,1,1
28,70,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,3,0,0,0,1,3,0,1,0
35,1373,4,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,2,0,0,3,0,1,1
53,93,4,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,1,0,0,0,3,0,1,0
21,127,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,2,0,0,0,0,3,0,1,0
29,462,2,999,0,1.4,93.918,-42.7,4.957,5228.1,2,1,5,0,0,0,0,3,0,1,0
33,305,10,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,0,0,0,3,0,1,0
41,46,8,999,0,1.4,93.918,-42.7,4.957,5228.1,6,1,2,1,0,0,0,3,0,1,0
39,99,5,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,2,2,1,3,0,1,0
31,35,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,6,0,0,0,0,3,0,1,0
53,264,2,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,1,2,2,0,3,0,1,0
38,113,2,999,0,1.4,93.918,-42.7,4.957,5228.1,2,0,6,0,2,0,0,3,0,1,0
29,837,8,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,1,2,0,0,3,0,1,0
29,243,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,2,0,0,3,0,1,0
21,528,3,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,7,0,2,0,0,3,0,1,0
29,277,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,0,0,1,3,0,1,0
39,470,24,999,0,1.4,93.918,-42.7,4.957,5228.1,1,2,0,1,0,0,1,3,0,1,0
34,913,4,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,1,2,0,0,3,0,1,1
37,127,3,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,0,0,0,3,0,1,0
25,197,3,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,0,0,0,3,0,1,0
33,414,6,999,0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,0,2,0,3,0,1,0
22,154,2,999,0,1.4,93.918,-42.7,4.957,5228.1,8,2,3,0,0,2,0,3,0,1,0
30,799,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,6,0,2,0,0,3,0,1,1
31,320,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,7,0,2,0,0,3,0,1,0
31,596,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,7,0,2,0,0,3,0,1,0
57,1139,2,999,0,1.4,93.918,-42.7,4.957,5228.1,0,1,2,0,0,0,0,3,0,1,1
51,227,2,999,0,1.4,93.918,-42.7,4.957,5228.1,1,1,1,0,2,0,0,3,0,1,0
44,580,7,999,0,1.4,93.918,-42.7,4.957,5228.1,1,0,1,1,0,0,0,3,0,1,0
26,82,4,999,0,1.4,93.918,-42.7,4.96,5228.1,1,2,2,1,2,0,0,3,1,1,0
37,179,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,2,1,0,0,1,3,1,1,0
44,83,2,999,0,1.4,93.918,-42.7,4.96,5228.1,0,2,2,0,0,0,0,3,1,1,0
29,212,7,999,0,1.4,93.918,-42.7,4.96,5228.1,6,2,6,0,2,0,0,3,1,1,0
37,280,3,999,0,1.4,93.918,-42.7,4.96,5228.1,9,2,5,0,0,0,1,3,1,1,0
30,124,3,999,0,1.4,93.918,-42.7,4.96,5228.1,4,1,6,0,2,0,0,3,1,1,0
39,241,3,999,0,1.4,93.918,-42.7,4.96,5228.1,9,2,5,0,2,0,1,3,1,1,0
30,61,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,0,1,0,0,0,3,1,1,0
27,120,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,2,2,0,2,0,0,3,1,1,0
33,190,4,999,0,1.4,93.918,-42.7,4.96,5228.1,0,2,6,0,0,0,0,3,1,1,0
26,200,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,2,2,0,2,0,0,3,1,1,0
28,165,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,2,0,0,2,0,3,1,1,0
38,239,2,999,0,1.4,93.918,-42.7,4.96,5228.1,9,1,5,0,2,0,0,3,1,1,0
26,200,2,999,0,1.4,93.918,-42.7,4.96,5228.1,0,2,6,0,2,0,0,3,1,1,0
30,463,2,999,0,1.4,93.918,-42.7,4.96,5228.1,9,2,6,0,2,0,0,3,1,1,0
54,144,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,2,0,2,0,0,3,1,1,0
34,50,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,3,0,2,0,1,3,1,1,0
24,192,3,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,2,0,2,0,0,3,1,1,0
25,75,2,999,0,1.4,93.918,-42.7,4.96,5228.1,7,2,3,0,2,0,0,3,1,1,0
39,123,3,999,0,1.4,93.918,-42.7,4.96,5228.1,1,2,2,1,2,0,0,3,1,1,0
24,93,4,999,0,1.4,93.918,-42.7,4.96,5228.1,7,1,3,0,2,0,0,3,1,1,0
43,999,2,999,0,1.4,93.918,-42.7,4.96,5228.1,0,1,3,0,0,0,0,3,1,1,1
26,114,2,999,0,1.4,93.918,-42.7,4.96,5228.1,7,1,3,0,2,2,0,3,1,1,0
36,335,8,999,0,1.4,93.918,-42.7,4.96,5228.1,7,2,3,0,2,0,0,3,1,1,0
33,43,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,7,0,2,0,0,3,1,1,0
52,272,2,999,0,1.4,93.918,-42.7,4.96,5228.1,3,0,2,1,0,0,0,3,1,1,0
39,589,2,999,0,1.4,93.918,-42.7,4.96,5228.1,0,2,6,0,2,0,0,3,1,1,0
59,91,4,999,0,1.4,93.918,-42.7,4.96,5228.1,5,1,0,1,0,0,0,3,1,1,0
27,54,3,999,0,1.4,93.918,-42.7,4.96,5228.1,8,2,3,1,2,0,0,3,1,1,0
55,322,4,999,0,1.4,93.918,-42.7,4.96,5228.1,2,1,6,0,2,0,0,3,1,1,0
25,78,16,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,2,0,2,0,0,3,1,1,0
48,72,2,999,0,1.4,93.918,-42.7,4.96,5228.1,7,0,3,0,2,0,0,3,1,1,0
54,168,5,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,0,0,0,0,0,3,1,1,0
22,110,7,999,0,1.4,93.918,-42.7,4.96,5228.1,1,2,2,0,2,0,1,3,1,1,0
60,120,3,999,0,1.4,93.918,-42.7,4.96,5228.1,5,1,6,0,2,0,0,3,1,1,0
35,149,4,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,7,0,2,0,0,3,1,1,0
26,489,3,999,0,1.4,93.918,-42.7,4.96,5228.1,0,0,2,0,0,0,0,3,1,1,0
31,1425,2,999,0,1.4,93.918,-42.7,4.96,5228.1,7,2,3,0,0,2,1,3,1,1,0
43,24,3,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,2,1,2,0,0,3,1,1,0
30,218,2,999,0,1.4,93.918,-42.7,4.96,5228.1,9,2,6,0,2,0,1,3,1,1,0
33,78,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,7,0,0,2,0,3,1,1,0
27,93,7,999,0,1.4,93.918,-42.7,4.96,5228.1,9,2,5,0,0,0,0,3,1,1,0
20,100,4,999,0,1.4,93.918,-42.7,4.96,5228.1,8,2,3,0,2,0,0,3,1,1,0
41,257,2,999,0,1.4,93.918,-42.7,4.96,5228.1,1,1,0,1,2,0,0,3,1,1,0
